Antop Hill 
Kudus 
Mhasa 
Mugaon 
Rehnal 
Shenwa 
Shivale 
Vaholi 
Vaitarna 
Anjur 
Bus Terminus 
Kalamgaon 
Kalyan City 
Kalyan D.C. 
Kasara  (Thane)
Khutal Baragaon 
Mamnoli 
Mohone 
Piwali 
Sasne 
Tapasenagar 
Thakurli 
Tilaknagar  (Thane)
Uchat 
Vashind E.D. 
Wadi 
Wagle I.E. 
Ambarje 
Angaon 
Bhaji Market 
Chamble 
Chande 
Chitalsar Manpada 
Dombivali 
Dugad 
Jekegram 
Khoni 
Lonad 
Malegaon 
O.E.Ambernath 
Palsai 
Patgaon 
Shahad 
Shelar 
Sogaon 
Subhash Road  (Thane)
Thane R.S. 
Vidyashram 
Vishnunagar 
Yeranjad 
Aghai 
Ambernath 
Ambernath South 
Aware 
Dunge 
Jambhul 
Kalwa 
Khadavali 
Kharade 
Kharivali 
Khupri 
Kishore 
Kon 
Kulgaon 
Lenad Khurd 
Majgaon 
Met 
Milhe 
Naupada  (Thane)
Padgha 
Pimplas 
Sandozbaugh 
Sawaroli 
Shere 
Tansa 
Waklan 
Ase 
Chas 
Khare Ambiwali 
Khariwali 
Mokhada 
Morhanda 
Pathardi 
Sakhare 
Sukhasale 
Vilkos 
Abje 
Beriste 
Dehere 
Kone 
Poshera 
Sakharshet 
Valvande 
Kharegaon 
Koch 
Mala 
Medhi 
Moj 
Vajreshwari 
Waki 
Baliwali 
Dolhara 
Kanchad 
Sankhare 
Abitghar 
Gomghar 
Kalambe 
Khuded 
Kurze 
Malwada 
Nyhale Budruk 
Sonale 
Tuse 
Zap 
Khodale 
Shiroshi 
Udhale 
Vashala 
Vedhe 
Dengachimet 
Gorhe 
Hamarapur 
Jawhar 
Karhe 
Kelthan 
Khaniwali 
Kogade 
Pik 
Pimpalshet 
Utawali 
Wada 
Dhanoshi 
Dohe 
Ganeshpuri 
Gargoan 
Jamsar 
Khoste 
Maniwali 
Nyhale Khurdh 
Ondhe 
Posheri 
Varale 
Vikramgad 
NITIE 
T.F.Donar 
Sandeepany Sadhanalya 
Trombay 
Bhandup East 
Govandi 
Andheri 
Azad Nagar  (Mumbai)
Juhu 
Worli Police Camp 
Worli Sea Face 
Mori Road 
Kapad Bazar 
Prabhadevi 
Century Mill 
Haji Ali 
New Prabhadevi Road 
Tulsiwadi 
Mahim Bazar 
Worli Colony 
Mahim East 
Dahtsar T 
Holi Bazar 
Mira 
Bhatane 
Gokhiware 
Khaniwade 
Pelhar 
Valiv 
Agashi 
Bassein 
Bolinj 
Chikhal Dongre 
Rajawali 
Tilher 
Vasai East IE 
Vatar 
Virar 
Bhayander West 
Bhuigaon 
Gass 
Juchandra 
Nala 
Nallosapare E 
Sasun Navghar 
Sopara 
Bassein Road 
Bhayander East 
Chandansar 
Girij 
Kaman 
Kophrad 
Mira Road 
Saloli 
Kashi 
Naigaon 
Mandvi 
Mulgaon 
Papdi 
Rai 
Umrale 
Vasai Road E 
Ghodbander 
Kaular Budruk 
Parol 
Saiwan 
Satiwai 
Umela 
Airoli 
Rajbhavan  (Mumbai)
Virar East 
Dapchari 
G.T.B. Hospital 
IP Extension 
Jagjit Nagar 
Jhilmil Tahirpur 
Mehrauli
Hauz Khas
Mayur Vihar Ph-III 
New Usmanpur 
Surajmal Vihar 
Trilok Puri 
Yozna Vihar 
Balbir Nagar 
Dilshad Garden 
Gandhi Nagar  (East Delhi)
Geeta Colony 
Jhilmil 
Johripur 
Khazuri Khas 
Man Sarovar Park 
Patparganj 
Rajgarh Colony 
Rohtash Nagar 
Sonia Vihar 
Anand Vihar 
Karawal Nagar 
Laxmi Nagar  (East Delhi)
Mandawali Fazalpur 
Maujpur 
Shakarpur 
Shivaji Park  (East Delhi)
Vishwas Nagar 
Bhajan Pura 
Gokal Puri 
Harsh Vihar 
Ram Nagar  (East Delhi)
Shastri Nagar  (East Delhi)
V.K. Nagar 
Azad Nagar  (East Delhi)
Gandhi Nagar Bazar 
Kailash Nagar 
Kalyanvas 
Loni Road Housing Complex 
Mayur Vihar Ph-I 
Nand Nagri "C" 
New Seemapuri 
Seelampur 
Yamuna Vihar 
Bhola Nath Nagar 
Distt. Court (KKD) 
Ghazipur 
Goverdhan Bihari Colony 
Krishna Nagar 
Nand Nagri "A" 
Telewara 
Brahampuri 
Govind Pura 
Himmatpuri 
Jafrabad  (East Delhi)
Loni Road 
Nirman Vihar 
Raghubar Pura 
Shahdara Mandi 
Shahdara 
Vasundhra Enclave 
Chilla 
Ghonda 
Kalyanpuri 
Old Seemapuri 
Vivek Vihar 
Delhi High Court 
Election Commission 
Nirman Bhawan 
Pragati Maidan Camp 
Rail Bhawan 
Rashtrapati Bhawan 
Secretariat North 
Ajmeri Gate Extn. 
Inderpuri 
Lady Harding Medical College 
Parliament House 
Pragati Maidan 
Supreme Court 
Udyog Bhawan 
A.G.C.R. 
Anand Parbat Indl. Area 
Constitution House 
Delhi High Court Extension Counter 
Bank Street  (Central Delhi)
Bengali Market 
Darya Ganj 
I.P.Estate 
Master Prithvi Nath Marg 
Sansad Marg 
Shastri Bhawan 
Anand Parbat 
Baroda House 
Desh Bandhu Gupta Road 
Guru Gobind Singh Marg 
Hauz Qazi 
Minto Road 
Sansadiya Soudh 
Connaught Place 
Gandhi Smarak Nidhi 
Karol Bagh 
Krishi Bhawan 
North Avenue 
Sat Nagar 
South Avenue 
A.K.Market 
Bhagat Singh Market 
Indraprastha 
Janpath 
Multani Dhanda 
National Physical Laboratory 
Pandara Road 
Patiala House 
Union Public Service Commission 
I.A.R.I. 
Jama Masjid 
Pahar Ganj 
Swami Ram Tirth Nagar 
New Delhi G.P.O. 
Tivoli Garden
Ali 
Chittranjan Park 
Dakshinpuri Phase-II 
Defence Colony  (South Delhi)
Deoli 
East Of Kailash 
Golf Links 
Greater Kailash 
Hazrat Nizamuddin 
Lajpat Nagar (South Delhi) 
MMTC/STC Colony 
Nehru Nagar  (South Delhi)
Pragati Vihar 
Tugalkabad Railway Colony 
Air Force Station Tugalkabad 
Amar Colony 
Badarpur  (South Delhi)
BTPS  (South Delhi)
Jamia Nagar 
Kasturba Nagar  (South Delhi)
Molarband 
Okhla Industrial Estate 
Sadiq Nagar 
Sarita Vihar 
Sarvodya Enclave 
C G O Complex 
East Of Kailash Phase-I 
Hamdard Nagar 
Jungpura 
Krishna Market 
Malviya Nagar  (South Delhi)
Zakir Nagar 
Abul Fazal Enclave-I 
Alaknanda 
Hari Nagar Ashram 
Jaitpur  (South Delhi)
Kalkaji 
New Friends Colony 
Pushpa Bhawan 
Safdarjung Air Port 
Sukhdev Vihar 
Aliganj  (South Delhi)
C R R I  (South Delhi)
Dakshinpuri Phase-III 
F F C Okhla 
Gautam Nagar 
Lodi Road 
Masjid Moth 
Nehru Place 
New Delhi South Ext-II 
Pratap Market 
Tehkhand 
Andrewsganj 
Dakshinpuri Phase-I 
Dargah Sharif 
Jeevan Nagar 
Kailash Colony 
Madanpur Khadar 
Pul Pahladpur 
Saket  (South Delhi)
Sant Nagar  (South Delhi)
Sriniwaspuri 
BSF Camp Tigri 
Distt. Court Complex, Saket 
Dr. Ambedkar Nagar  (South Delhi)
Gulmohar Park 
Lal Kuan 
Okhla Industrial Area Phase-i 
Sahpurjat 
Sangam Vihar 
Talimabad 
Jaitpur 
Khanpur  (South Delhi)
Panchsheel Enclave 
Pushp Vihar 
South Malviya Nagar 
Tugalkabad 
Haiderpur 
Model Town II 
Narela 
Bhorgarh 
Delhi University 
District Courts  (North Delhi)
Jharoda Majraa 
Model Town III 
Satyawati Nagar 
Shalamar 
Adrash Nagar 
Ganeshpura 
Singhu 
Wazir Pur III 
Bankner 
Burari 
Gujranwala Colony 
Lampur 
N.S.Mandi 
Timarpur 
Jahangir Puri H Block 
Kanya Gurukul 
Keshav Puram  (North West Delhi)
Nimri 
R.C.A.O. 
Shakti Nagar  (North Delhi)
Aruna Nagar 
Ashok Vihar 
Gulabi Bagh 
Jagatpur 
Jahangir Puri D Block 
Jawahar Nagar  (North Delhi)
Kadipur 
Khera Kalan 
Nirankari Colony 
Roshan Ara Road 
Wazirabad Village 
Onkar Nagar 
Power House 
Bhalaswa 
C.C.I. 
Civil Lines  (North Delhi)
Dr.Mukerjee Nagar 
G.T.B.Nagar 
Jahangir Puri A Block 
Kamla Nagar  (North Delhi)
Shastri Nagar  (North West Delhi)
Alipur 
Bakoli 
Mukhmelpur 
Bakhtawar Pur 
Khampur 
Tajpur Kalan 
Hiranki 
Nangal Poona 
Model Town
Kirari
Baslambi 
Dhankot 
Ferozepur Jhirka 
Ferozepur Namak 
Gurgaon South City I 
Haillymandi 
Kakoria 
Khandewia 
Kherla 
KherliLala 
Lohinga Kalan 
Malab 
Mankdola 
Nsg Camp Manesar 
Pahari 
Paltra 
Railwary Road 
Raisina 
Rawli 
Sikrawa 
Sohna 
Tauru 
Baghanki 
Bhirauti 
Cheelarh 
Daulah 
Dhani Chitarsain 
DLF Ph-III 
Ghungola 
Gulalta 
Gurgaon 
Gurgaon Sector 45 
Gurgaon Sector 56 
Jataula 
Jatauli 
Jawasi 
Khatauli 
Kiranj 
Naheda 
Nanukalan 
Narsinghpur 
Nuh 
Sikohpur 
Smaspur 
Tain 
Teekli 
Urban Estate  (Gurgaon)
Baded 
Bhondsi 
Bichhor 
Bisru 
Daultabad 
DLF Ph-II 
DLF QE 
Doha 
Dungerwas 
Ghamroj 
Hirwari 
Indir Mewat 
Industrial Complex Dundahera 
Jharsa 
Karola 
Khor 
Lokra 
Mohamadpur Ahir 
Nai 
Pathreri 
Rathiwas 
Rethath 
Badshahpur 
Basai Road 
Chakkarpur 
Farrukh Nagar 
IMT Manesar 
Kasan 
Manesar 
Maruthi Kunj 
Nagina  (Gurgaon)
Nathupur 
Palam Road 
Palam Vihar  (Gurgaon)
Rithoj 
Rojka Meo 
Sihri Singhalheri 
Sundh 
Akhera 
Bewan 
Bhorakalan 
Dulawat 
Fazilpur 
Galleria DLF-IV 
Garhi Harsaru 
Gurgaon Kty. 
Jagat 
Jamalpur 
Kankarwali Rewari 
Khandsa 
Khandsa Road 
Lakhnaula 
New Colony  (Gurgaon)
Pataudi 
Ramgarh 
Rewasan 
Sarhaul 
Shivaji Nagar  (Gurgaon)
Tapkan 
Tatarpur 
Agon 
Basai 
Budarpur 
Chapera 
Gurgaon South City II 
Hasanpur 
Industrial Estate  (Gurgaon)
Mandikhera 
Mini Sectt. 
Moolthan 
Narhera 
Pachgaon 
Patil R.S. 
Sakras 
Sidhrawali 
Singar 
Sohna Adda 
Ujina 
Arjun Nagar 
Badli 
Baspadamka 
Bhangrola 
Carterpuri 
Damdama 
Gurgaon Sector 17 
Gurgaon Village 
Janaula 
Jant 
Jhamuwas 
Khalilpur 
Khera Khurampur 
Kurthala 
Mirpur 
Pingwan 
Punhana 
Sewari 
Shahchokha 
Sherpur 
Sikanderpur 
Sudaka 
Syed Shahpur 
Unchamajra 
Wazipur 
Wazirabad 
Air Force 
Bhadas 
Bilaspur Khurd 
Budhera 
Dundahera 
Ghasera 
Gwal Pahari 
Inchhapuri 
Jamalgarh 
Kalwari 
Kherki Daula 
Mehchana 
Moklawas 
Noorgarh 
Sultanpur 
Turkiawas 
Umra 
Amarpur 
Andhop 
Badarpur Syed 
Banswa 
Bhuvapur 
Faridabad NIT 
Faridabad Sector 12 
Faridabad Sector 15 
Faridabad Sector 29 
Fatehpur Tagga 
Gadpuri 
Gehlab 
Janauli 
Khambi 
Madnaka 
Mandkola 
Nhpc Colony Faridabad 
Palwal 
Rasulpur 
Sector-21D  
Siaroli 
Sondh 
Uttawar 
Alawalpur 
Baghola 
Bhandoli 
Bhaskola 
Bhiduki 
Chhajju Nagar 
Factory Area Faridabad 
Faridabad City 
Faridabad Sector 9 
Industrial Area Faridabad 
Jawahar Colony Faridabad 
Jawan 
Khatela Sarai 
Manpur 
Marraoli 
N.I.F.M. Faridabad 
Nangal Jat 
Neemka 
Ali Meo 
Amroli 
Asaota 
Asaoti 
Bamni Khera 
Dighot 
Faridabad Sector 3 
Faridabad Sector 8 
G.T. Road Faridabad 
Gorota 
Hodal 
Kheri Kalan 
Kot 
Likhi 
Sec-91 
Teekri Brahman 
Alika 
Anangpur 
Dhauj 
Escortsnagar Faridabad 
Faridabad Sector 16a  
Faridabad Sector 18 
Faridabad Sector 22 
Gulawad 
Mathura Road Faridabad 
Nh-2 Faridabad 
Nh-3 Faridabad 
Panhera Khurd 
Seeha 
Amarnagar  (Faridabad)
Bahin 
Chandpur 
Chhainsa 
Fatehpur Billoch 
Jaindapur 
Jawahar Nagar Palwal 
Kurali 
New Township Palwal 
Nh-4 Faridabad 
Chant 
Chirwari 
Faridabad Sector 16 
Gurukul Indraprashtha 
Hathin 
Khaika 
Seekri 
Sihol 
Surajkund Faridabad 
Tilpat 
Aharwan 
Aurangabad  (Faridabad)
Ballabgarh 
Baroli 
Chawla Colony Ballabgarh 
Deeg 
Dhatir 
E C Dhauj 
Faridabad Sector 7 
Faridpur 
Gharrot 
Hassanpur 
Malai 
Mohna 
Pingore 
Rupraka 
Sagarpur 
Seoli 
Tappa Bilochpur 
Tigaon 
Banchari 
Bhainsrawali 
Dayalpur 
Feroz Gandhi Nagar Faridabad 
Ghori 
Gonchhi 
Hurithal 
Kondal 
Lohina 
Machhgar 
Manjhawali 
N.T.P.C./sector-10 Faridabad 
Pali 
Prithla 
Sabhapur 
Delhi G.P.O. 
Anandvas Shakurpur 
Avantika 
Maurya Enclave 
Rani Bagh 
Delhi Sadar Bazar 
Shakur Pur I  Block 
Siraspur 
Mangolpuri A Block 
Prashant Vihar 
Delhi Engg. College 
Shalimar Bagh  (North West Delhi)
Sri Nagar Colony 
Dareeba 
Saraswati Vihar 
Chawri Bazar 
Rithala 
Rohini Courts 
Rohini Sector-7 
Samai Pur 
Chandni Chowk 
Pehlad Pur 
Rohini sec-11 
Rohini Sector 15 
Badli  (North West Delhi)
Mangolpuri I  Block 
Mangolpuri N Block 
Rohini Sector 5 
S.T. Road 
Shakur Basti Depot 
Hareveli 
Khera Khurd 
Mubarak Pur Dabas 
Nangal Thakran 
Pooth Kalan 
Qutabagarh 
Rani Khera 
Nizampur 
Pooth Khurd 
Begumpur 
Lad Pur 
Karala 
Naya Bans 
Gheora 
Jaunti 
Punjab Khor 
Sultanpuri C Block 
Budh Vihar 
Ghoga 
Holambi Kalan 
Jat Khore 
Sultanpuri B Block 
Barwala 
Kanjhawla 
Auchandi 
Bawana 
Chand Pur 
Katewara 
Majra Dabas 
Sultanpuri F Block 
Mitraon 
Papravat 
Daulatpur 
Dichaun Kalan 
Kakrola 
Baprola 
Najafgarh 
Rewla Khanpur 
Tilangpur Kotla 
D C Nangli Sakravati 
Pandwala Kalan 
Surehra 
Dindarpur 
Jhatikara 
Rampura 
Sarai Rohilla 
West Patel Nagar
Dwarka
A F Palam 
Dhaula Kuan 
Station Road  (South West Delhi)
Aps Colony 
Bazar Road 
C.V.D. 
Signal Enclave 
Subroto Park 
Kirby Place 
R R Hospital 
Nangal Dewat 
Palam Airport 
Pinto Park 
COD  (South West Delhi)
IGI Airport 
Delhi Cantt 
Gurgaon Road 
505 A B Workshop 
Ansari Nagar 
Kapashera 
Samalkha 
Ashoka Park Extn. 
District Court Complex Dwarka 
Hari Nagar BE Block 
Madipur Slum Quarter 
Mundka 
Punjabi Bagh Sec - III 
Rajouri Market 
Ramesh Nagar 
Sunder Vihar 
Amberhai 
Hari Nagar Dadb Block 
Hirankudna 
Jail Road  (West Delhi)
Janakpuri B-1 
Janta Market 
Mahabir Nagar 
Subhash Nagar West 
Tilak Nagar East 
Fateh Nagar 
Hari Nagar  (West Delhi)
Hastal Village 
Janakpuri C-4 
Kair 
Karam Pura 
Punjabi Bagh 
Distt. Court Complex, Dwarka 
Indira Park 
Jeevan Park 
Jwala Puri 
Madipur Village 
Mansarover Garden 
Nangal Raya 
Nangloi 
